2026-04-08 15:19:31,702 | Agent: AGENT-DR01 | Status: SUCCESS | User record #1 padha
2026-04-27 23:17:12,212 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 55 to /api/logs
2026-04-27 23:17:12,217 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 56 to /api/logs
2026-04-27 23:17:12,223 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 57 to /api/logs
2026-04-27 23:17:12,229 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 58 to /api/logs
2026-04-27 23:17:12,234 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 59 to /api/logs
2026-04-27 23:17:12,240 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 60 to /api/logs
2026-04-27 23:17:12,245 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 61 to /api/logs
2026-04-27 23:17:12,251 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 62 to /api/logs
2026-04-27 23:17:12,257 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 63 to /api/logs
2026-04-27 23:17:12,262 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 64 to /api/logs
2026-04-27 23:17:12,268 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 65 to /api/logs
2026-04-27 23:17:12,273 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 66 to /api/logs
2026-04-27 23:17:12,279 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 67 to /api/logs
2026-04-27 23:17:12,285 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 68 to /api/logs
2026-04-27 23:17:12,290 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 69 to /api/logs
2026-04-27 23:17:12,296 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 70 to /api/logs
2026-04-27 23:17:12,302 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 71 to /api/logs
2026-04-27 23:17:12,307 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 72 to /api/logs
2026-04-27 23:17:12,313 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 73 to /api/logs
2026-04-27 23:17:12,318 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 74 to /api/logs
2026-04-27 23:17:12,324 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 75 to /api/logs
2026-04-27 23:17:12,329 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 76 to /api/logs
2026-04-27 23:17:12,335 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 77 to /api/logs
2026-04-27 23:17:12,341 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 78 to /api/logs
2026-04-27 23:17:12,346 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 79 to /api/logs
2026-04-27 23:17:12,352 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 80 to /api/logs
2026-04-27 23:17:12,357 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 81 to /api/logs
2026-04-27 23:17:12,363 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 82 to /api/logs
2026-04-27 23:17:12,368 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 83 to /api/logs
2026-04-27 23:17:12,374 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 84 to /api/logs
2026-04-27 23:17:12,379 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 85 to /api/logs
2026-04-27 23:17:12,385 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 86 to /api/logs
2026-04-27 23:17:12,391 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 87 to /api/logs
2026-04-27 23:17:12,396 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 88 to /api/logs
2026-04-27 23:17:12,402 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 89 to /api/logs
2026-04-27 23:17:12,407 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 90 to /api/logs
2026-04-27 23:17:12,413 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 91 to /api/logs
2026-04-27 23:17:12,419 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 92 to /api/logs
2026-04-27 23:17:12,424 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 93 to /api/logs
2026-04-27 23:17:12,430 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 94 to /api/logs
2026-04-27 23:17:12,436 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 95 to /api/logs
2026-04-27 23:17:12,441 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 96 to /api/logs
2026-04-27 23:17:12,447 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 97 to /api/logs
2026-04-27 23:17:12,452 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 98 to /api/logs
2026-04-27 23:17:12,458 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 99 to /api/logs
2026-04-27 23:17:12,464 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 100 to /api/logs
2026-04-27 23:17:12,470 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 101 to /api/logs
2026-04-27 23:17:12,475 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 102 to /api/logs
2026-04-27 23:17:12,481 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 103 to /api/logs
2026-04-27 23:17:12,486 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 104 to /api/logs
2026-04-27 23:17:12,492 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 105 to /api/logs
2026-04-27 23:17:12,498 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 106 to /api/logs
2026-04-27 23:17:12,503 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 107 to /api/logs
2026-04-27 23:17:12,509 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 108 to /api/logs
2026-04-27 23:17:12,514 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 109 to /api/logs
2026-04-27 23:17:12,520 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 110 to /api/logs
2026-04-27 23:17:12,526 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 111 to /api/logs
2026-04-27 23:17:12,531 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 112 to /api/logs
2026-04-27 23:17:12,537 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 113 to /api/logs
2026-04-27 23:17:12,543 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 114 to /api/logs
2026-04-27 23:17:12,548 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 115 to /api/logs
2026-04-27 23:17:12,554 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 116 to /api/logs
2026-04-27 23:17:12,559 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 117 to /api/logs
2026-04-27 23:17:12,565 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 118 to /api/logs
2026-04-27 23:17:12,571 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 119 to /api/logs
2026-04-27 23:17:12,576 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 120 to /api/logs
2026-04-27 23:17:12,588 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 121 to /api/logs
2026-04-27 23:17:12,594 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 122 to /api/logs
2026-04-27 23:17:12,599 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 123 to /api/logs
2026-04-27 23:17:12,605 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 124 to /api/logs
2026-04-27 23:17:12,610 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 125 to /api/logs
2026-04-27 23:17:12,616 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 126 to /api/logs
2026-04-27 23:17:12,622 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 127 to /api/logs
2026-04-27 23:17:12,627 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 128 to /api/logs
2026-04-27 23:17:12,633 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 129 to /api/logs
2026-04-27 23:17:12,639 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 130 to /api/logs
2026-04-27 23:17:12,644 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 131 to /api/logs
2026-04-27 23:17:12,650 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 132 to /api/logs
2026-04-27 23:17:12,656 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 133 to /api/logs
2026-04-27 23:17:12,661 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 134 to /api/logs
2026-04-27 23:17:12,667 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 135 to /api/logs
2026-04-27 23:17:12,673 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 136 to /api/logs
2026-04-27 23:17:12,678 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 137 to /api/logs
2026-04-27 23:17:12,684 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 138 to /api/logs
2026-04-27 23:17:12,689 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 139 to /api/logs
2026-04-27 23:17:12,695 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 140 to /api/logs
2026-04-27 23:17:12,701 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 141 to /api/logs
2026-04-27 23:17:12,706 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 142 to /api/logs
2026-04-27 23:17:12,712 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 143 to /api/logs
2026-04-27 23:17:12,717 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 144 to /api/logs
2026-04-27 23:17:12,723 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 145 to /api/logs
2026-04-27 23:17:12,728 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 146 to /api/logs
2026-04-27 23:17:12,734 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 147 to /api/logs
2026-04-27 23:17:12,739 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 148 to /api/logs
2026-04-27 23:17:12,745 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 149 to /api/logs
2026-04-27 23:17:12,750 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 150 to /api/logs
2026-04-27 23:17:12,756 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 151 to /api/logs
2026-04-27 23:17:12,761 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 152 to /api/logs
2026-04-27 23:17:12,767 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 153 to /api/logs
2026-04-27 23:17:12,773 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 154 to /api/logs
2026-04-27 23:17:12,778 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 155 to /api/logs
2026-04-27 23:17:12,784 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 156 to /api/logs
2026-04-27 23:17:12,789 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 157 to /api/logs
2026-04-27 23:17:12,795 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 158 to /api/logs
2026-04-27 23:17:12,800 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 159 to /api/logs
2026-04-27 23:17:12,806 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 160 to /api/logs
2026-04-27 23:17:12,811 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 161 to /api/logs
2026-04-27 23:17:12,817 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 162 to /api/logs
2026-04-27 23:17:12,822 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 163 to /api/logs
2026-04-27 23:17:12,828 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 164 to /api/logs
2026-04-27 23:17:12,833 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 165 to /api/logs
2026-04-27 23:17:12,839 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 166 to /api/logs
2026-04-27 23:17:12,844 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 167 to /api/logs
2026-04-27 23:17:12,850 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 168 to /api/logs
2026-04-27 23:17:12,856 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 169 to /api/logs
2026-04-27 23:17:12,862 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 170 to /api/logs
2026-04-27 23:17:12,867 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 171 to /api/logs
2026-04-27 23:17:12,873 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 172 to /api/logs
2026-04-27 23:17:12,878 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 173 to /api/logs
2026-04-27 23:17:12,884 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 174 to /api/logs
2026-04-27 23:17:12,889 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 175 to /api/logs
2026-04-27 23:17:12,895 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 176 to /api/logs
2026-04-27 23:17:12,901 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 177 to /api/logs
2026-04-27 23:17:12,906 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 178 to /api/logs
2026-04-27 23:17:12,912 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 179 to /api/logs
2026-04-27 23:17:12,917 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 180 to /api/logs
2026-04-27 23:17:12,923 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 181 to /api/logs
2026-04-27 23:17:12,928 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 182 to /api/logs
2026-04-27 23:17:12,934 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 183 to /api/logs
2026-04-27 23:17:12,939 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 184 to /api/logs
2026-04-27 23:17:12,945 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 185 to /api/logs
2026-04-27 23:17:12,950 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 186 to /api/logs
2026-04-27 23:17:12,956 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 187 to /api/logs
2026-04-27 23:17:12,962 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 188 to /api/logs
2026-04-27 23:17:12,967 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 189 to /api/logs
2026-04-27 23:17:12,973 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 190 to /api/logs
2026-04-27 23:17:12,978 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 191 to /api/logs
2026-04-27 23:17:12,984 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 192 to /api/logs
2026-04-27 23:17:12,989 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 193 to /api/logs
2026-04-27 23:17:12,995 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 194 to /api/logs
2026-04-27 23:17:13,001 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 195 to /api/logs
2026-04-27 23:17:13,006 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 196 to /api/logs
2026-04-27 23:17:13,012 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 197 to /api/logs
2026-04-27 23:17:13,017 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 198 to /api/logs
2026-04-27 23:17:13,023 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 199 to /api/logs
2026-04-27 23:17:13,028 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 200 to /api/logs
2026-04-28 01:03:49,516 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-28 01:03:49,820 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-28 01:03:50,124 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-28 01:03:50,426 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-04-28 01:05:32,485 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-28 01:05:32,788 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-28 01:05:33,091 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-28 01:05:33,392 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-04-28 01:05:42,922 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-28 01:05:43,225 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-28 01:05:43,527 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-28 01:05:43,828 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-04-28 01:13:26,118 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-28 01:13:26,421 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-28 01:13:26,723 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-28 01:13:27,025 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-04-28 01:13:35,024 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-28 01:13:35,327 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-28 01:13:35,629 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-28 01:13:35,931 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-04-28 12:23:17,188 | NumExpr defaulting to 8 threads.
2026-04-28 12:23:30,263 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Quantum Shor's Algorithm broke RSA — JWT tokens exposed
2026-04-28 12:23:30,264 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-DR01 via quantum decryption
2026-04-28 12:23:30,465 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-AC01 via quantum decryption
2026-04-28 12:23:30,666 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-FA01 via quantum decryption
2026-04-28 12:23:30,997 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-DR01 resources
2026-04-28 12:23:31,098 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-AC01 resources
2026-04-28 12:23:31,199 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-FA01 resources
2026-04-28 12:23:31,301 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: Agent Auth Module — Buffer Overflow
2026-04-28 12:23:31,502 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: API Communication Layer — SQL Injection
2026-04-28 12:23:31,703 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: Token Validation System — Race Condition
2026-04-28 12:23:32,805 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day exploit crafted for agent authentication module
2026-04-28 12:23:32,865 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day executed — authentication bypass successful
2026-04-28 12:23:33,367 | Agent: SC-ATTACKER-01 | Status: UNAUTHORIZED | Supply chain: AGENT-DR01 successfully compromised
2026-04-28 12:23:33,368 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | SUPPLY CHAIN ATTACK: Compromised agent attacking AGENT-AC01
2026-04-28 12:23:33,669 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | SUPPLY CHAIN ATTACK: Compromised agent attacking AGENT-FA01
2026-04-28 12:23:34,026 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | Supply chain exfiltration: 180MB stolen through trusted channel
2026-04-28 12:23:34,093 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 1: 3MB slowly exfiltrated
2026-04-28 12:23:34,449 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 2: 6MB slowly exfiltrated
2026-04-28 12:23:34,806 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 3: 9MB slowly exfiltrated
2026-04-28 12:23:35,168 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 4: 12MB slowly exfiltrated
2026-04-29 00:58:36,213 | Agent: AGENT-DR01 | Status: SUCCESS | Data fetched from backend: {'status': 'success', 'agent': 'AGENT-DR01', 'data': 'Agent data fetched successfully'}
2026-04-29 00:58:41,281 | Agent: AGENT-AC01 | Status: SUCCESS | API call to /agent/task - Response: {'status': 'success', 'agent': 'AGENT-AC01', 'task': 'Task assigned successfully'}
2026-04-29 00:58:46,812 | Agent: AGENT-FA01 | Status: SUCCESS | File access request for user_data.csv - Backend response: {'status': 'success', 'agent': 'AGENT-FA01', 'task': 'Task assigned successfully'}
2026-04-29 00:58:47,813 | Agent: AGENT-HACK01 | Status: UNAUTHORIZED | Attempted to read data - ACCESS DENIED
2026-04-29 00:58:48,314 | Agent: AGENT-HACK02 | Status: UNAUTHORIZED | Attempted API call to /agent/task - BLOCKED
2026-04-29 00:58:53,247 | Agent: AGENT-DR01 | Status: SUCCESS | Data fetched from backend: {'status': 'success', 'agent': 'AGENT-DR01', 'data': 'Agent data fetched successfully'}
2026-04-29 00:58:53,247 | Agent: AGENT-HACK01 | Status: UNAUTHORIZED | Attempted to read data - ACCESS DENIED
2026-04-29 00:58:57,878 | Agent: AGENT-AC01 | Status: SUCCESS | API call to /agent/data - Response: {'status': 'success', 'agent': 'AGENT-AC01', 'data': 'Agent data fetched successfully'}
2026-04-29 00:58:57,879 | Agent: AGENT-HACK02 | Status: UNAUTHORIZED | Attempted API call to /agent/data - BLOCKED
2026-04-29 00:59:05,079 | NumExpr defaulting to 8 threads.
2026-04-29 00:59:16,776 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 1/10 on AGENT-DR01 with 'password'
2026-04-29 00:59:16,876 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 2/10 on AGENT-DR01 with '123456'
2026-04-29 00:59:16,977 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 3/10 on AGENT-DR01 with 'admin'
2026-04-29 00:59:17,078 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 4/10 on AGENT-DR01 with 'secret'
2026-04-29 00:59:17,179 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 5/10 on AGENT-DR01 with 'qwerty'
2026-04-29 00:59:17,279 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 6/10 on AGENT-DR01 with 'letmein'
2026-04-29 00:59:17,380 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 7/10 on AGENT-DR01 with 'monkey'
2026-04-29 00:59:17,481 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 8/10 on AGENT-DR01 with 'dragon'
2026-04-29 00:59:17,582 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 9/10 on AGENT-DR01 with 'master'
2026-04-29 00:59:17,682 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 10/10 on AGENT-DR01 with 'abc123'
2026-04-29 00:59:17,831 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from user_database — 150MB stolen
2026-04-29 00:59:17,932 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from financial_records — 200MB stolen
2026-04-29 00:59:18,032 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from secret_keys — 100MB stolen
2026-04-29 00:59:18,133 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from admin_data — 180MB stolen
2026-04-29 00:59:18,283 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 1 to /api/users
2026-04-29 00:59:18,288 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 2 to /api/users
